bedrijf,medewerker_id,naam,leeftijd,geslacht,afkomst,provincie,studie_niveau,opleidingsrichting,specialisatie,werkervaring_jaren,dienstjaren,functie,afdeling,team,senioriteit,mindset,persoonlijkheidsstijl,politiek,technologische_kennis,%_werk_op_computer,%_werk_met_machines,mobiliteit,lease_auto,thuiswerkpercentage,communicatiestijl,feedbackstijl,leiderschapstype,besluitvormingstype,gebruik_van_data,trainingen_per_jaar,deelname_AI_project,deelname_communities,mentorschap,sociale_connecties_op_werk,werktevredenheid,zingeving_in_werk,burnout_risico,autonomie,invloed_op_beslissingen,verwachting_AI_in_werk,kennis_nieuwe_technologie,projectcomplexiteit,werkdruk,rol_in_verandering,houding_risico,conformisme,creativiteit,leerstijl,motivatiebron,compliance_bewustzijn,veiligheidscultuur_HSE,IT_afhankelijkheid_rol,field_vs_kantoor,shiftwerk,klantcontact_intensiteit,stakeholder_complexiteit,regulering_exposure,budgetverantwoordelijkheid,besluitsnelheid_persoonlijk,veranderhistorie_succes,tech_champion_netwerk,tooling_voorkeur,documentatiediscipline,kwaliteitsfocus,duurzaamheidshouding,inclusieve_houding,vertrouwen_in_management,vertrouwen_in_collegas,issue_escalatiestijl,besluit_rationaliteit,teamgrootte,salaris_per_maand_eur
Volker Nexus Group,VNG-8R8MMU,Xavi Dries,65,M,Nederlands,Overijssel,MBO,Logistiek,ISO-9001,1,0,Monteur E-tech,Engineering,Team-34,Starter,Visionair,ENFP,Centrum,1,53,50,Te voet,Ja,25,Feitelijk,Indirect,Coachend,Autonoom,Maandelijks,4,Nee,5,Geen,Laag,5,2,2,1,1,Verlies,1,Hoog,2,Weerstand,Risk-averse,Laag,2,E-learning,Status,4,2,Hoog,100% kantoor,3-ploeg,Hoog,Hoog,Midden,Klein,Snel,Hoog,Nee,Google Meet,5,2,Proactief,4,4,5,Formalistisch,Ervarings-gedreven,35,3000
Volker Nexus Group,VNG-RSY737,Milan de Vries,35,M,Turks-Nederlands,Zeeland,MBO,Finance & Control,NEN-2767,14,7,Teamleider Uitvoering,Inkoop,Team-17,Medior-Senior,Conservatief,INTP,Centrum,5,100,0,Mix,Nee,100,Formeel,Direct,Ondersteunend,Autonoom,Wekelijks,1,Nee,0,Mentor,Gemiddeld,4,3,2,3,4,Kans,1,Gemiddeld,1,Volger,Neutraal,Laag,5,Coaching,Zekerheid,5,2,Hoog,75/25,2-ploeg,Midden,Hoog,Midden,Geen,Traag,Hoog,Nee,Google Meet,1,1,Sceptisch,5,4,3,Formalistisch,Intuïtief,29,8448
Volker Nexus Group,VNG-VD1EO8,Cato Broek,28,V,Nederlands,Friesland,MBO,Software Engineering,Prefab/Modulair,3,1,Uitvoerder,Infra,Team-48,Junior,Innovatief,INTP,Centrum-links,3,30,50,Te voet,Nee,100,Verbindend,Direct,Sturend,Autonoom,Zelden,0,Ja,3,Beide,Hoog,5,3,2,1,2,Verlies,3,Gemiddeld,1,Weerstand,Risk-averse,Laag,2,Coaching,Zingeving,4,1,Hoog,25/75,2-ploeg,Hoog,Hoog,Midden,Middel,Traag,Laag,Ja,Slack,1,4,Proactief,2,1,3,Proactief,Intuïtief,19,4560
Volker Nexus Group,VNG-X8HS7M,Maya van Dongen-de Lange,42,V,Nederlands,Zeeland,MBO,Technische Bedrijfskunde,LCA,2,1,Teamleider Uitvoering,Data & Analytics,Team-31,Junior,Innovatief,ISFJ,Centrum,2,100,24,OV,Nee,0,Feitelijk,Indirect,Afwezig,Top-down,Wekelijks,0,Nee,2,Mentor,Gemiddeld,2,5,3,3,1,Kans,4,Gemiddeld,2,Change champion,Risk-seeking,Laag,4,Klassikaal,Geld,4,1,Midden,100% kantoor,Geen,Hoog,Hoog,Midden,Klein,Snel,Laag,Nee,Google Meet,3,3,Sceptisch,2,1,4,Stilhouden,Data-gedreven,38,4864
Volker Nexus Group,VNG-8ME1WQ,Zoë Terry,32,V,Nederlands,Flevoland,WO,Accountancy,Warmtepompen,14,2,Monteur W-tech,Uitvoering,Team-46,Medior-Senior,Reactief,ESFP,Centrum,5,28,54,Mix,Nee,50,Verbindend,Direct,Sturend,Consensus,Dagelijks,0,Nee,3,Beide,Hoog,4,4,3,3,3,Verlies,3,Gemiddeld,3,Change champion,Risk-seeking,Laag,2,E-learning,Zekerheid,5,5,Midden,25/75,3-ploeg,Midden,Midden,Laag,Middel,Snel,Laag,Nee,Slack,5,2,Sceptisch,2,3,3,Formalistisch,Data-gedreven,24,6024
Volker Nexus Group,VNG-8WLS2G,Arie van der Velde,33,V,Pools-Nederlands,Drenthe,MBO,Kwaliteitsmanagement,BIM,1,1,IT Support,Juridisch,Team-40,Starter,Reactief,INFP,Centrum-rechts,4,70,63,Te voet,Nee,50,Verbindend,Voorzichtig,Afwezig,Consensus,Wekelijks,1,Ja,4,Geen,Gemiddeld,3,1,4,3,1,Kans,3,Gemiddeld,3,Weerstand,Risk-averse,Laag,1,On-the-job,Groei,4,4,Midden,50/50,Geen,Midden,Laag,Laag,Klein,Traag,Hoog,Nee,Zoom,5,4,Neutraal,1,4,1,Formalistisch,Ervarings-gedreven,12,3000
Volker Nexus Group,VNG-0W540S,Vigo Bolkesteijn,45,M,Belgisch-Nederlands,Friesland,MBO,Architectuur,ARBO,0,0,Werkplaatschef,Infra,Team-09,Starter,Visionair,INTP,Extreem links,4,60,50,Fiets,Nee,0,Informeel,Voorzichtig,Sturend,Consensus,Dagelijks,1,Ja,2,Beide,Gemiddeld,4,4,1,1,4,Kans,3,Laag,4,Volger,Risk-averse,Hoog,5,Coaching,Status,2,5,Hoog,25/75,Geen,Hoog,Laag,Midden,Geen,Gemiddeld,Midden,Nee,Microsoft Teams,1,5,Neutraal,1,4,5,Proactief,Ervarings-gedreven,35,3570
Volker Nexus Group,VNG-LMBWAX,Nick van Haarlem,50,V,Nederlands,Noord-Brabant,MBO,Finance & Control,Wind,2,2,Servicemonteur,Infra,Team-09,Junior,Conservatief,ENFJ,Centrum,2,46,50,OV,Ja,25,Informeel,Indirect,Ondersteunend,Autonoom,Dagelijks,0,Nee,3,Mentee,Gemiddeld,4,5,1,4,5,Neutraal,3,Gemiddeld,1,Volger,Risk-seeking,Midden,1,On-the-job,Zekerheid,3,4,Midden,25/75,2-ploeg,Midden,Laag,Laag,Geen,Gemiddeld,Midden,Nee,Google Meet,5,5,Proactief,5,4,3,Stilhouden,Data-gedreven,4,3392
Volker Nexus Group,VNG-LB85F5,Yusuf Muijs,41,X,Nederlands,Groningen,WO,Data Science,Azure Cloud,7,0,Cloud Engineer,ICT,Team-20,Medior,Neutraal,INTJ,Centrum,3,86,0,OV,Nee,50,Verbindend,Indirect,Coachend,Top-down,Maandelijks,0,Ja,3,Mentor,Gemiddeld,1,2,1,1,4,Kans,2,Hoog,5,Weerstand,Risk-averse,Midden,5,Klassikaal,Zingeving,1,4,Laag,25/75,Geen,Midden,Midden,Hoog,Middel,Snel,Hoog,Nee,Slack,1,1,Neutraal,5,3,3,Proactief,Ervarings-gedreven,29,6974
Volker Nexus Group,VNG-C061B1,Mark Boer,36,M,Nederlands,Overijssel,HBO,Logistiek,RAG,2,1,Werkvoorbereider,Bouw,Team-21,Junior,Conservatief,ENFJ,Centrum,2,57,28,Fiets,Nee,75,Informeel,Direct,Coachend,Autonoom,Dagelijks,2,Ja,5,Beide,Gemiddeld,1,2,1,2,1,Kans,5,Gemiddeld,2,Weerstand,Risk-averse,Midden,4,E-learning,Status,3,2,Laag,50/50,2-ploeg,Laag,Hoog,Midden,Geen,Snel,Hoog,Ja,Google Meet,3,1,Sceptisch,1,4,2,Stilhouden,Data-gedreven,5,3724
Volker Nexus Group,VNG-2YB0Z8,Willem van der Pluijm,18,V,Surinaams-Nederlands,Zeeland,Bachelor,Data Science,Planning,21,13,HR-adviseur,Finance/Control,Team-41,Senior,Neutraal,INTP,Centrum,4,51,18,Te voet,Ja,0,Formeel,Direct,Afwezig,Autonoom,Maandelijks,3,Nee,5,Mentee,Laag,5,4,1,3,5,Neutraal,5,Gemiddeld,3,Weerstand,Neutraal,Laag,3,Klassikaal,Zingeving,3,1,Laag,25/75,3-ploeg,Hoog,Laag,Midden,Klein,Gemiddeld,Laag,Nee,Slack,4,1,Neutraal,2,4,3,Formalistisch,Data-gedreven,39,10140
Volker Nexus Group,VNG-52UUIB,Anouk Kok,40,X,Nederlands,Groningen,MBO,Kwaliteitsmanagement,Lean Construction,4,3,Werkplaatschef,Materieel & Logistiek,Team-45,Junior-Medior,Visionair,ENTJ,Centrum-rechts,1,27,50,Fiets,Nee,100,Verbindend,Indirect,Sturend,Top-down,Maandelijks,2,Ja,0,Mentor,Gemiddeld,5,2,2,3,5,Kans,4,Laag,4,Weerstand,Neutraal,Laag,4,Klassikaal,Zekerheid,5,1,Midden,100% kantoor,Geen,Laag,Laag,Hoog,Klein,Snel,Hoog,Ja,Zoom,3,5,Neutraal,5,3,2,Proactief,Ervarings-gedreven,8,4920
Volker Nexus Group,VNG-AO1QDB,Jan Winters,47,M,Nederlands,Flevoland,HBO,Planologie,Machineveiligheid,8,7,Teamleider Uitvoering,Juridisch,Team-20,Medior,Innovatief,INFJ,Centrum-rechts,1,54,21,Auto,Nee,50,Informeel,Direct,Coachend,Autonoom,Wekelijks,4,Nee,0,Beide,Laag,1,3,1,2,3,Neutraal,2,Hoog,1,Weerstand,Neutraal,Hoog,5,E-learning,Groei,5,5,Hoog,25/75,Geen,Hoog,Hoog,Laag,Geen,Gemiddeld,Midden,Nee,Google Meet,2,1,Sceptisch,4,3,1,Formalistisch,Ervarings-gedreven,21,6688
Volker Nexus Group,VNG-8UR0SB,Kiki Le Grand,32,X,Nederlands,Overijssel,HBO,Informatica,Machineveiligheid,4,1,Servicemonteur,Uitvoering,Team-13,Junior-Medior,Neutraal,ENTJ,Centrum,3,51,50,OV,Nee,50,Formeel,Voorzichtig,Afwezig,Consensus,Dagelijks,0,Nee,5,Beide,Gemiddeld,3,2,2,3,3,Kans,1,Laag,1,Change champion,Risk-averse,Laag,2,E-learning,Zingeving,1,2,Hoog,25/75,2-ploeg,Midden,Laag,Hoog,Klein,Gemiddeld,Laag,Nee,Microsoft Teams,3,5,Sceptisch,2,1,4,Stilhouden,Intuïtief,29,3840
Volker Nexus Group,VNG-XID9NZ,Adriana 's Gravensande,47,X,Nederlands,Flevoland,Bachelor,Kwaliteitsmanagement,Staalbouw,2,2,Monteur E-tech,Data & Analytics,Team-28,Junior,Innovatief,INTP,Centrum,3,58,50,Fiets,Nee,100,Formeel,Indirect,Coachend,Consensus,Zelden,6,Ja,1,Geen,Laag,2,3,5,5,1,Neutraal,1,Hoog,2,Change champion,Risk-seeking,Hoog,2,E-learning,Groei,5,5,Laag,75/25,Geen,Hoog,Hoog,Midden,Middel,Gemiddeld,Laag,Nee,Zoom,3,4,Sceptisch,5,1,2,Stilhouden,Data-gedreven,7,3287
Volker Nexus Group,VNG-OENB3M,Iris Ridder-Timmermans,55,V,Nederlands,Gelderland,MBO,Finance & Control,Betonconstructies,12,7,Magazijnbeheerder,Bouw,Team-30,Medior-Senior,Visionair,ENFJ,Centrum-links,3,55,50,Te voet,Nee,25,Feitelijk,Direct,Sturend,Consensus,Dagelijks,4,Ja,3,Geen,Hoog,4,2,1,3,3,Neutraal,1,Gemiddeld,3,Weerstand,Risk-seeking,Hoog,4,On-the-job,Geld,2,5,Hoog,100% field,2-ploeg,Hoog,Midden,Hoog,Middel,Traag,Hoog,Nee,Slack,1,1,Proactief,3,1,3,Stilhouden,Intuïtief,5,5568
Volker Nexus Group,VNG-0BJFK4,Aaron Willemsen-Michielsen,43,V,Nederlands,Flevoland,HBO,Econometrie,Asset Management,5,2,DevOps Engineer,Data & Analytics,Team-49,Junior-Medior,Innovatief,ENTP,Centrum-links,5,100,16,Auto,Ja,25,Informeel,Voorzichtig,Sturend,Top-down,Maandelijks,3,Ja,3,Mentee,Gemiddeld,4,5,3,1,5,Neutraal,5,Hoog,5,Change champion,Risk-seeking,Laag,5,E-learning,Groei,1,2,Midden,50/50,Geen,Midden,Midden,Hoog,Middel,Gemiddeld,Laag,Ja,Google Meet,3,4,Sceptisch,4,4,2,Proactief,Data-gedreven,31,5700
Volker Nexus Group,VNG-CJVMHH,Luna Bud,41,M,Indonesisch-Nederlands,Friesland,MBO,Geodesie,RAG,6,4,Servicemonteur,Infra,Team-24,Junior-Medior,Reactief,ENFJ,Centrum-rechts,4,60,50,OV,Nee,75,Verbindend,Direct,Ondersteunend,Top-down,Wekelijks,3,Nee,0,Geen,Gemiddeld,3,3,5,4,2,Neutraal,3,Laag,4,Change champion,Risk-averse,Midden,4,On-the-job,Status,2,2,Midden,100% field,3-ploeg,Hoog,Midden,Midden,Middel,Snel,Midden,Ja,Google Meet,2,3,Sceptisch,1,5,2,Proactief,Data-gedreven,37,4110
Volker Nexus Group,VNG-X0EBBG,Thijmen Coret,48,X,Nederlands,Zeeland,MBO,Planologie,Power BI,9,5,Magazijnbeheerder,Bouw,Team-06,Medior,Visionair,ISFP,Links,4,41,50,Te voet,Ja,0,Feitelijk,Indirect,Ondersteunend,Autonoom,Dagelijks,0,Ja,5,Geen,Laag,5,4,1,4,2,Neutraal,4,Gemiddeld,3,Volger,Risk-averse,Midden,5,Klassikaal,Status,4,5,Midden,100% field,2-ploeg,Laag,Midden,Midden,Klein,Snel,Midden,Nee,Microsoft Teams,5,1,Neutraal,2,1,4,Stilhouden,Data-gedreven,31,4708
Volker Nexus Group,VNG-WYRCWB,Bas Claesdr,37,X,Overig Europees-Nederlands,Friesland,MBO,Facility Management,Calculatie,11,1,Monteur W-tech,HR,Team-42,Medior-Senior,Visionair,ISTP,Links,2,39,50,Fiets,Nee,50,Informeel,Direct,Ondersteunend,Autonoom,Dagelijks,1,Nee,3,Mentee,Laag,4,2,3,2,3,Verlies,3,Gemiddeld,1,Weerstand,Risk-seeking,Midden,2,On-the-job,Zekerheid,1,2,Midden,75/25,Geen,Midden,Laag,Midden,Klein,Gemiddeld,Hoog,Nee,Google Meet,1,1,Neutraal,1,3,4,Proactief,Ervarings-gedreven,20,5556
Volker Nexus Group,VNG-OEGR57,Aron van der Pouw,34,M,Nederlands,Drenthe,MBO,Accountancy,Contractrecht,4,3,Monteur W-tech,KAM/HSSE,Team-13,Junior-Medior,Conservatief,ESTJ,Rechts,5,60,50,OV,Nee,25,Verbindend,Voorzichtig,Ondersteunend,Consensus,Wekelijks,2,Ja,4,Mentor,Hoog,5,3,1,2,3,Neutraal,4,Gemiddeld,4,Change champion,Risk-averse,Hoog,5,E-learning,Zingeving,2,2,Midden,100% field,2-ploeg,Midden,Hoog,Laag,Geen,Snel,Laag,Nee,Microsoft Teams,2,5,Proactief,5,3,1,Stilhouden,Ervarings-gedreven,16,3720
Volker Nexus Group,VNG-A6YTSO,Daniël Luitgardis van Neustrië,40,X,Marokkaans-Nederlands,Limburg,WO,Technische Bedrijfskunde,ISO-14001,5,0,DevOps Engineer,Bouw,Team-25,Junior-Medior,Visionair,INTJ,Centrum,2,70,17,Auto,Ja,25,Informeel,Voorzichtig,Ondersteunend,Top-down,Zelden,2,Ja,4,Beide,Hoog,2,5,4,1,2,Neutraal,2,Hoog,2,Volger,Risk-seeking,Laag,5,E-learning,Groei,4,2,Hoog,25/75,3-ploeg,Hoog,Laag,Hoog,Klein,Gemiddeld,Hoog,Ja,Zoom,2,2,Sceptisch,2,4,5,Proactief,Intuïtief,34,5700
Volker Nexus Group,VNG-5YQVUD,Tygo van den Hoek,67,M,Nederlands,Groningen,HBO,Installatietechniek,Betonconstructies,20,8,KAM/HSSE-coördinator,Finance/Control,Team-24,Senior,Innovatief,INTJ,Extreem links,3,89,0,Mix,Nee,0,Feitelijk,Indirect,Ondersteunend,Consensus,Dagelijks,5,Ja,1,Mentor,Laag,2,4,5,2,5,Kans,3,Laag,5,Volger,Risk-averse,Midden,2,E-learning,Zekerheid,4,3,Laag,50/50,3-ploeg,Midden,Midden,Midden,Geen,Snel,Hoog,Ja,Zoom,5,1,Neutraal,5,2,4,Stilhouden,Intuïtief,21,10140
Volker Nexus Group,VNG-EJI2YX,Olivia Lutterveld,39,M,Surinaams-Nederlands,Noord-Holland,MBO,Architectuur,Contractrecht,1,0,Monteur W-tech,Inkoop,Team-12,Starter,Innovatief,ESFJ,Links,5,60,50,Fiets,Nee,100,Informeel,Indirect,Ondersteunend,Top-down,Zelden,0,Nee,1,Mentor,Gemiddeld,5,5,2,1,5,Verlies,2,Hoog,2,Change champion,Risk-seeking,Laag,2,Klassikaal,Geld,3,3,Laag,75/25,2-ploeg,Midden,Laag,Hoog,Geen,Traag,Laag,Nee,Microsoft Teams,5,5,Neutraal,3,1,4,Formalistisch,Ervarings-gedreven,40,3000
Volker Nexus Group,VNG-DUF5B2,Mohamed Kremer,38,M,Nederlands,Gelderland,MBO,Data Science,Calculatie,7,1,Planner,Infra,Team-19,Medior,Conservatief,ISFP,Centrum-links,4,40,18,Auto,Ja,0,Formeel,Voorzichtig,Sturend,Consensus,Wekelijks,2,Ja,0,Mentor,Laag,4,4,2,1,4,Neutraal,4,Gemiddeld,2,Volger,Risk-seeking,Laag,1,Klassikaal,Geld,3,4,Midden,100% kantoor,2-ploeg,Laag,Laag,Hoog,Middel,Snel,Midden,Nee,Zoom,4,4,Proactief,5,3,1,Stilhouden,Ervarings-gedreven,32,5192
Volker Nexus Group,VNG-CZIPNU,Sterre Evers,49,M,Nederlands,Gelderland,HBO,Geodesie,EMVI,14,4,Inkoper,HR,Team-25,Medior-Senior,Conservatief,ENFP,Links,1,44,1,Auto,Ja,100,Verbindend,Direct,Ondersteunend,Top-down,Maandelijks,1,Ja,0,Mentor,Hoog,2,5,2,1,1,Kans,2,Hoog,1,Volger,Neutraal,Laag,5,E-learning,Groei,3,3,Hoog,100% field,Geen,Hoog,Hoog,Midden,Klein,Gemiddeld,Midden,Nee,Slack,5,3,Proactief,4,3,1,Stilhouden,Intuïtief,19,7488
Volker Nexus Group,VNG-0Z9GKF,Amira Roukes,34,V,Nederlands,Friesland,WO,Wiskunde,Calculatie,13,11,Planner,Bouw,Team-04,Medior-Senior,Visionair,ESTJ,Centrum,4,21,0,Mix,Nee,25,Formeel,Direct,Coachend,Top-down,Wekelijks,3,Ja,2,Geen,Gemiddeld,1,1,3,3,1,Kans,2,Hoog,1,Change champion,Risk-averse,Laag,2,Coaching,Geld,5,5,Hoog,100% kantoor,2-ploeg,Hoog,Midden,Midden,Geen,Gemiddeld,Laag,Ja,Google Meet,2,5,Neutraal,2,4,5,Proactief,Intuïtief,28,6816
Volker Nexus Group,VNG-FNZ3M0,Floor van Bernicia,45,V,Duits-Nederlands,Zuid-Holland,WO,Installatietechniek,RAG,2,1,BIM-modelleur,Bouw,Team-50,Junior,Reactief,ENFP,Centrum,4,85,30,Mix,Nee,75,Feitelijk,Indirect,Sturend,Consensus,Maandelijks,3,Nee,0,Geen,Gemiddeld,5,1,4,5,4,Kans,5,Hoog,1,Change champion,Risk-seeking,Laag,5,On-the-job,Groei,4,3,Hoog,100% field,2-ploeg,Midden,Laag,Laag,Middel,Traag,Laag,Nee,Slack,1,5,Proactief,2,1,2,Proactief,Ervarings-gedreven,19,3582
Volker Nexus Group,VNG-91ZRJ9,Jenna Mol,26,M,Surinaams-Nederlands,Groningen,HBO,Civiele Techniek,Predictive Maintenance,6,4,Werkvoorbereider,Uitvoering,Team-04,Junior-Medior,Reactief,ENFJ,Centrum,5,66,23,OV,Nee,25,Verbindend,Direct,Sturend,Top-down,Dagelijks,3,Ja,5,Mentee,Hoog,1,3,1,2,5,Verlies,5,Hoog,3,Volger,Risk-seeking,Laag,5,On-the-job,Status,5,1,Hoog,75/25,2-ploeg,Hoog,Laag,Midden,Klein,Traag,Midden,Nee,Microsoft Teams,1,4,Neutraal,1,2,1,Formalistisch,Ervarings-gedreven,8,4560
Volker Nexus Group,VNG-GO3ZRU,Amir Gnodde,35,M,Nederlands,Zeeland,MBO,Werktuigbouwkunde,Bruggen & Tunnels,7,4,Planner,Uitvoering,Team-26,Medior,Innovatief,ESTJ,Centrum,2,55,6,Te voet,Nee,50,Feitelijk,Voorzichtig,Sturend,Top-down,Zelden,3,Nee,2,Geen,Hoog,1,1,5,1,3,Kans,1,Hoog,3,Weerstand,Risk-averse,Midden,4,E-learning,Geld,4,1,Laag,50/50,3-ploeg,Laag,Hoog,Laag,Klein,Gemiddeld,Midden,Ja,Google Meet,5,5,Neutraal,1,3,4,Stilhouden,Data-gedreven,34,5192
Volker Nexus Group,VNG-YA1T6O,Mirte Pratt,33,M,Turks-Nederlands,Flevoland,WO,Toegepaste Psychologie,ISO-14001,11,4,Projectmanager,Finance/Control,Team-41,Medior-Senior,Visionair,ESFJ,Rechts,1,49,45,Auto,Ja,100,Formeel,Voorzichtig,Ondersteunend,Autonoom,Zelden,3,Nee,1,Geen,Hoog,3,3,2,5,2,Kans,3,Hoog,5,Volger,Neutraal,Midden,5,Klassikaal,Status,4,5,Hoog,100% field,3-ploeg,Laag,Midden,Hoog,Groot,Traag,Hoog,Ja,Microsoft Teams,3,4,Sceptisch,3,2,5,Proactief,Intuïtief,39,10500
Volker Nexus Group,VNG-K1AXQ9,Sep van Emmelen,35,M,Nederlands,Groningen,WO,Rechten,Power BI,5,1,Engineer Civiel,Bouw,Team-10,Junior-Medior,Innovatief,ISTJ,Centrum,4,70,0,Te voet,Nee,100,Feitelijk,Voorzichtig,Coachend,Consensus,Dagelijks,2,Ja,3,Mentee,Laag,5,1,1,4,5,Kans,2,Gemiddeld,2,Volger,Risk-seeking,Midden,2,Coaching,Groei,1,2,Laag,50/50,3-ploeg,Midden,Hoog,Midden,Middel,Traag,Hoog,Nee,Zoom,1,2,Neutraal,4,4,2,Proactief,Ervarings-gedreven,31,5100
Volker Nexus Group,VNG-IQ6613,Victor Moensendijk-Lommert,37,M,Pools-Nederlands,Noord-Brabant,HBO,Wiskunde,Databricks,2,1,Product Owner,HR,Team-20,Junior,Conservatief,ESFJ,Centrum-rechts,5,70,27,Auto,Nee,100,Feitelijk,Indirect,Coachend,Autonoom,Dagelijks,1,Ja,2,Mentor,Laag,3,5,3,5,2,Verlies,4,Laag,5,Volger,Risk-seeking,Laag,4,Coaching,Geld,1,3,Hoog,100% field,2-ploeg,Midden,Laag,Midden,Klein,Snel,Laag,Ja,Microsoft Teams,3,1,Proactief,1,5,2,Proactief,Ervarings-gedreven,27,5396
Volker Nexus Group,VNG-D92US7,Ian Brugman,38,X,Pools-Nederlands,Overijssel,PhD,Planologie,ISO-9001,3,1,Calculator/Kostendeskundige,Engineering,Team-31,Junior,Conservatief,INFJ,Links,3,82,32,OV,Nee,50,Verbindend,Direct,Coachend,Autonoom,Wekelijks,1,Nee,5,Mentee,Laag,5,4,5,5,5,Neutraal,3,Laag,4,Change champion,Risk-averse,Laag,3,E-learning,Groei,3,5,Hoog,50/50,2-ploeg,Laag,Laag,Hoog,Klein,Snel,Laag,Nee,Zoom,2,3,Neutraal,4,4,3,Formalistisch,Ervarings-gedreven,9,4503
Volker Nexus Group,VNG-WLXXPI,Muhammed VI-van Waas,44,V,Nederlands,Gelderland,Bachelor,Technische Bedrijfskunde,Cost Engineering,3,2,Magazijnbeheerder,Materieel & Logistiek,Team-40,Junior,Innovatief,ESTJ,Centrum,4,60,50,Fiets,Nee,75,Formeel,Direct,Ondersteunend,Consensus,Zelden,8,Ja,3,Geen,Gemiddeld,5,5,2,2,4,Neutraal,5,Gemiddeld,3,Weerstand,Risk-seeking,Hoog,2,Klassikaal,Zekerheid,5,3,Hoog,75/25,2-ploeg,Midden,Midden,Hoog,Geen,Traag,Laag,Nee,Slack,4,5,Proactief,2,1,2,Proactief,Intuïtief,24,3382
Volker Nexus Group,VNG-9152V5,Renske van Beaumont-Rouwhorst,34,M,Nederlands,Utrecht,HBO,Communicatie,Calculatie,5,1,BIM-coördinator,Bouw,Team-38,Junior-Medior,Conservatief,ISFJ,Links,2,70,47,Auto,Nee,100,Informeel,Voorzichtig,Afwezig,Consensus,Zelden,3,Ja,4,Mentor,Hoog,5,3,2,5,3,Kans,4,Gemiddeld,4,Volger,Neutraal,Laag,3,On-the-job,Zingeving,2,3,Midden,25/75,2-ploeg,Hoog,Midden,Midden,Groot,Snel,Laag,Nee,Zoom,1,4,Sceptisch,1,2,1,Stilhouden,Intuïtief,12,5375
Volker Nexus Group,VNG-3SLT1P,Danique van der Veen,42,M,Nederlands,Flevoland,MBO,Geodesie,PV/Zonne-energie,4,4,IT Support,Projectontwikkeling,Team-39,Junior-Medior,Reactief,ESTJ,Centrum-links,1,70,64,Fiets,Nee,0,Feitelijk,Indirect,Sturend,Consensus,Wekelijks,1,Ja,4,Beide,Laag,2,1,5,2,3,Neutraal,3,Gemiddeld,1,Change champion,Risk-averse,Midden,4,On-the-job,Zekerheid,1,5,Laag,50/50,2-ploeg,Hoog,Midden,Hoog,Klein,Snel,Midden,Ja,Slack,3,2,Neutraal,3,1,2,Stilhouden,Data-gedreven,24,3640
Volker Nexus Group,VNG-ARGMIS,Lorenzo Strijker-van Gils,23,X,Nederlands,Friesland,WO,Stedenbouw,NEN-2767,1,0,L&D-specialist,Infra,Team-24,Starter,Conservatief,ESFJ,Rechts,3,89,33,Te voet,Nee,50,Verbindend,Direct,Afwezig,Consensus,Zelden,1,Nee,2,Beide,Laag,5,2,1,5,3,Verlies,2,Gemiddeld,2,Weerstand,Risk-averse,Laag,2,Coaching,Groei,5,4,Hoog,50/50,Geen,Laag,Hoog,Midden,Klein,Snel,Hoog,Nee,Zoom,1,3,Neutraal,3,1,1,Proactief,Data-gedreven,18,3723
Volker Nexus Group,VNG-4UEIQ2,Maxim Vierdag,34,V,Nederlands,Noord-Brabant,MBO,Ruimtelijke Ordening,ARBO,6,4,Servicemonteur,Engineering,Team-01,Junior-Medior,Conservatief,ENTP,Centrum,2,60,50,Te voet,Nee,25,Verbindend,Direct,Ondersteunend,Top-down,Dagelijks,2,Ja,4,Mentee,Laag,3,5,4,1,3,Kans,3,Laag,3,Change champion,Neutraal,Laag,3,On-the-job,Groei,3,5,Hoog,100% field,2-ploeg,Hoog,Midden,Laag,Klein,Gemiddeld,Midden,Nee,Zoom,3,1,Neutraal,4,3,3,Stilhouden,Ervarings-gedreven,27,4110
Volker Nexus Group,VNG-75IAZR,Lotte Riem,33,V,Antilliaans-Nederlands,Utrecht,WO,Planologie,Wind,2,1,Monteur W-tech,Commercie/BD,Team-26,Junior,Visionair,INFP,Centrum,3,46,50,Fiets,Nee,50,Formeel,Indirect,Afwezig,Consensus,Maandelijks,4,Ja,3,Geen,Laag,3,5,5,5,5,Neutraal,3,Laag,4,Volger,Neutraal,Laag,4,Klassikaal,Zekerheid,5,5,Hoog,100% field,Geen,Hoog,Hoog,Midden,Groot,Traag,Hoog,Ja,Microsoft Teams,1,5,Sceptisch,2,3,2,Formalistisch,Ervarings-gedreven,17,3287
Volker Nexus Group,VNG-VWBC6A,Lize van Geffen,39,M,Nederlands,Overijssel,MBO,Econometrie,Azure Cloud,4,4,Werkvoorbereider,Infra,Team-43,Junior-Medior,Visionair,ISTJ,Rechts,1,92,0,Mix,Ja,25,Formeel,Voorzichtig,Sturend,Consensus,Dagelijks,1,Nee,2,Geen,Gemiddeld,5,5,4,4,4,Neutraal,4,Hoog,1,Change champion,Neutraal,Laag,1,Coaching,Geld,1,4,Hoog,50/50,2-ploeg,Midden,Laag,Laag,Groot,Snel,Hoog,Nee,Slack,5,1,Neutraal,2,3,2,Proactief,Intuïtief,12,4240
